File	N.modules	Modularity	P.Null1	P.Null2
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_1.txt	8	0.715335	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_10.txt	8	0.672176	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_11.txt	8	0.679501	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_12.txt	8	0.535000	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_13.txt	7	0.726354	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_14.txt	9	0.685986	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_15.txt	7	0.585829	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_16.txt	7	0.539256	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_17.txt	7	0.480000	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_18.txt	6	0.529877	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_19.txt	9	0.691460	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_2.txt	6	0.486880	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_20.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_21.txt	8	0.700195	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_22.txt	7	0.755102	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_23.txt	8	0.569304	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_24.txt	8	0.734444	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_25.txt	6	0.486880	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_26.txt	8	0.621191	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_27.txt	7	0.742222	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_28.txt	6	0.614727	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_29.txt	7	0.497396	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_3.txt	7	0.760666	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_30.txt	8	0.769547	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_4.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_5.txt	7	0.508889	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_6.txt	9	0.794643	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_7.txt	6	0.515595	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_8.txt	5	0.468666	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_coevo_9.txt	8	0.737218	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_1.txt	6	0.538108	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_10.txt	6	0.591368	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_11.txt	7	0.557752	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_12.txt	5	0.490000	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_13.txt	6	0.577594	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_14.txt	4	0.517301	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_15.txt	5	0.555880	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_16.txt	5	0.471074	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_17.txt	6	0.468000	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_18.txt	5	0.501235	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_19.txt	5	0.573003	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_2.txt	6	0.475635	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_20.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_21.txt	5	0.613281	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_22.txt	6	0.581633	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_23.txt	7	0.519929	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_24.txt	4	0.500000	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_25.txt	6	0.465639	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_26.txt	6	0.582410	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_27.txt	5	0.557778	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_28.txt	4	0.497699	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_29.txt	5	0.486545	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_3.txt	7	0.563996	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_30.txt	7	0.607682	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_4.txt	6	0.465975	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_5.txt	6	0.534444	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_6.txt	4	0.549745	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_7.txt	6	0.486767	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_8.txt	6	0.469435	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_final_control_9.txt	7	0.524376	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_1.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_10.txt	6	0.467128	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_11.txt	6	0.469435	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_12.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_13.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_14.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_15.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_16.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_17.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_18.txt	6	0.469435	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_19.txt	6	0.469435	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_2.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_20.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_21.txt	8	0.463283	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_22.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_23.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_24.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_25.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_26.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_27.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_28.txt	6	0.469435	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_29.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_3.txt	6	0.469435	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_30.txt	6	0.469819	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_4.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_5.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_6.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_7.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_8.txt	5	0.469050	0.000000	0.000000
B_NS-PS-Carlo-2003-FrontonWgt_init_9.txt	6	0.469435	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_1.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_10.txt	4	0.694215	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_11.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_12.txt	5	0.524781	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_13.txt	4	0.589534	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_14.txt	4	0.352509	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_15.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_16.txt	6	0.660625	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_17.txt	6	0.628198	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_18.txt	4	0.464451	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_19.txt	4	0.478017	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_2.txt	4	0.399844	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_20.txt	3	0.461892	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_21.txt	4	0.486944	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_22.txt	4	0.720234	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_23.txt	2	0.422091	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_24.txt	5	0.330292	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_25.txt	2	0.482422	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_26.txt	4	0.506243	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_27.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_28.txt	3	0.522373	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_29.txt	4	0.513933	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_3.txt	5	0.380165	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_30.txt	4	0.315760	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_4.txt	4	0.426153	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_5.txt	3	0.605910	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_6.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_7.txt	4	0.478668	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_8.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_coevo_9.txt	3	0.481956	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_1.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_10.txt	6	0.424070	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_11.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_12.txt	5	0.430237	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_13.txt	7	0.393378	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_14.txt	4	0.346237	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_15.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_16.txt	5	0.467500	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_17.txt	4	0.371802	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_18.txt	5	0.366882	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_19.txt	5	0.344132	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_2.txt	4	0.347294	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_20.txt	4	0.373737	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_21.txt	5	0.370556	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_22.txt	4	0.418554	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_23.txt	5	0.292590	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_24.txt	4	0.343186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_25.txt	5	0.329590	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_26.txt	5	0.334547	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_27.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_28.txt	5	0.368106	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_29.txt	4	0.361965	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_3.txt	3	0.359926	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_30.txt	5	0.285573	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_4.txt	4	0.363110	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_5.txt	4	0.404414	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_6.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_7.txt	5	0.378512	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_8.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_final_control_9.txt	4	0.342044	0.000000	0.000000
B_NS-PS-Jordano-1985_init_1.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_10.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_11.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_12.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_13.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_14.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_15.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_16.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_17.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_18.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_19.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_2.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_20.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_21.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_22.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_23.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_24.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_25.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_26.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_27.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_28.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_29.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_3.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_30.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_4.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_5.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_6.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_7.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_8.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Jordano-1985_init_9.txt	3	0.236186	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_1.txt	3	0.314349	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_10.txt	4	0.211720	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_11.txt	3	0.491349	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_12.txt	3	0.377572	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_13.txt	3	0.280957	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_14.txt	3	0.440800	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_15.txt	3	0.503200	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_16.txt	4	0.273193	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_17.txt	2	0.444444	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_18.txt	3	0.586420	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_19.txt	5	0.583008	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_2.txt	4	0.482577	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_20.txt	3	0.618827	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_21.txt	3	0.496250	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_22.txt	3	0.433750	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_23.txt	4	0.358184	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_24.txt	5	0.519395	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_25.txt	3	0.405350	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_26.txt	3	0.362245	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_27.txt	2	0.176312	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_28.txt	3	0.509115	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_29.txt	3	0.416667	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_3.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_30.txt	4	0.262012	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_4.txt	2	0.489796	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_5.txt	4	0.483265	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_6.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_7.txt	3	0.480000	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_8.txt	3	0.346031	0.000000	0.000000
B_NS-PS-Kantak-1979_final_coevo_9.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_1.txt	3	0.342086	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_10.txt	4	0.249317	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_11.txt	3	0.307190	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_12.txt	4	0.290466	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_13.txt	3	0.278356	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_14.txt	4	0.382400	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_15.txt	4	0.323600	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_16.txt	3	0.232178	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_17.txt	3	0.351111	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_18.txt	4	0.432099	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_19.txt	4	0.499023	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_2.txt	5	0.440500	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_20.txt	5	0.429784	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_21.txt	3	0.375625	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_22.txt	4	0.375000	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_23.txt	4	0.300292	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_24.txt	4	0.400394	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_25.txt	4	0.311043	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_26.txt	4	0.322066	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_27.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_28.txt	3	0.325521	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_29.txt	4	0.334635	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_3.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_30.txt	3	0.248757	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_4.txt	4	0.351520	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_5.txt	5	0.391837	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_6.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_7.txt	4	0.415802	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_8.txt	3	0.325383	0.000000	0.000000
B_NS-PS-Kantak-1979_final_control_9.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_1.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_10.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_11.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_12.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_13.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_14.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_15.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_16.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_17.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_18.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_19.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_2.txt	2	0.176312	0.000000	0.000000
B_NS-PS-Kantak-1979_init_20.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_21.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_22.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_23.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_24.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_25.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_26.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_27.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_28.txt	5	0.179692	0.000000	0.000000
B_NS-PS-Kantak-1979_init_29.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_3.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_30.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_4.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_5.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_6.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_7.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_8.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Kantak-1979_init_9.txt	3	0.182396	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_1.txt	4	0.450413	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_10.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_11.txt	3	0.388137	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_12.txt	3	0.473251	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_13.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_14.txt	4	0.474480	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_15.txt	3	0.375000	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_16.txt	3	0.570000	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_17.txt	3	0.517751	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_18.txt	4	0.432099	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_19.txt	4	0.603306	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_2.txt	4	0.452663	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_20.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_21.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_22.txt	4	0.500000	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_23.txt	3	0.529301	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_24.txt	4	0.374400	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_25.txt	4	0.526316	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_26.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_27.txt	4	0.640000	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_28.txt	3	0.666667	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_29.txt	4	0.477431	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_3.txt	4	0.582766	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_30.txt	3	0.522569	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_4.txt	4	0.630000	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_5.txt	3	0.460800	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_6.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_7.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_8.txt	4	0.672840	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_coevo_9.txt	4	0.486400	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_control_1.txt	4	0.400826	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_control_10.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_control_11.txt	3	0.355879	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_control_12.txt	4	0.392318	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_control_13.txt	4	0.352617	0.000000	0.000000
B_NS-PS-Poulin-et-al-1999Micwgt_final_control_14.txt	4	0.396975	0.000000	0.000000
